,duration,frequency,number_of_neurons,model_threshold,learning_rate,orig_a_mean_freq,orig_b_mean_freq,orig_difference,orig_distance,set_size,release_duration,number_of_vesicles,release_probability,pre,post,diff,run_time
0,500,100,30,0.025,5e-05,99.33333333333333,99.33333333333333,"(1, 3)",0.00013379862721900782,200,6,20,0.25,0.5,0.7266666666666667,0.22666666666666668,00:02:28.75273060798645
1,500,100,30,0.025,5e-05,102.33333333333333,102.33333333333333,"(1, 3)",0.0001203648750802219,200,6,20,0.25,0.5,0.56,0.06000000000000005,00:02:34.43505620956421
2,500,100,30,0.025,5e-05,95.6,95.6,"(1, 3)",0.00013344880100188937,200,6,20,0.25,0.5333333333333333,0.5733333333333334,0.040000000000000036,00:02:20.528200387954712
3,500,100,30,0.025,5e-05,102.53333333333333,102.53333333333333,"(1, 3)",9.673858609456311e-05,200,6,20,0.25,0.49333333333333335,0.5333333333333333,0.03999999999999998,00:02:46.05282282829285
4,500,100,30,0.025,5e-05,99.6,99.6,"(1, 3)",0.0001721280893446923,200,6,20,0.25,0.47333333333333333,0.4666666666666667,-0.006666666666666654,00:02:26.98249053955078
5,500,100,30,0.025,5e-05,98.33333333333333,98.33333333333333,"(1, 3)",0.0001465365090419746,200,6,20,0.25,0.5,0.54,0.040000000000000036,00:02:14.637894630432129
6,500,100,30,0.025,5e-05,100.46666666666667,100.46666666666667,"(1, 3)",0.00012525695237062016,200,6,20,0.25,0.5,0.5933333333333334,0.09333333333333338,00:02:33.52294635772705
7,500,100,30,0.025,5e-05,98.06666666666666,98.06666666666666,"(1, 3)",0.0001714480314314589,200,6,20,0.25,0.5,0.5066666666666667,0.00666666666666671,00:02:46.605652809143066
8,500,100,30,0.025,5e-05,102.06666666666666,102.06666666666666,"(1, 3)",0.00014997009370435697,200,6,20,0.25,0.5066666666666667,0.6533333333333333,0.1466666666666666,00:02:30.6081485748291
9,500,100,30,0.025,5e-05,101.46666666666667,101.46666666666667,"(1, 3)",0.00014421114912380935,200,6,20,0.25,0.5133333333333333,0.6133333333333333,0.09999999999999998,00:02:33.897945165634155
10,500,100,30,0.025,5e-05,99.2,99.2,"(1, 3)",0.0001437446657702326,200,6,20,0.25,0.5,0.49333333333333335,-0.006666666666666654,00:02:35.008678674697876
11,500,100,30,0.025,5e-05,103.86666666666666,103.86666666666666,"(1, 3)",0.00016192588234037323,200,6,20,0.25,0.5,0.6533333333333333,0.15333333333333332,00:02:36.00400900840759
12,500,100,30,0.025,5e-05,95.8,95.8,"(1, 3)",0.00014305736300580292,200,6,20,0.25,0.49333333333333335,0.5733333333333334,0.08000000000000002,00:02:29.213508129119873
13,500,100,30,0.025,5e-05,104.66666666666667,104.66666666666667,"(1, 3)",0.0001568397830082668,200,6,20,0.25,0.5,0.5733333333333334,0.07333333333333336,00:02:13.75716257095337
14,500,100,30,0.025,5e-05,103.86666666666666,103.86666666666666,"(1, 3)",0.00020043257468005277,200,6,20,0.25,0.5,0.6,0.09999999999999998,00:02:22.097809076309204
15,500,100,30,0.025,5e-05,101.2,101.2,"(1, 3)",0.00013726364012597216,200,6,20,0.25,0.4533333333333333,0.5266666666666666,0.0733333333333333,00:02:36.86120820045471
16,500,100,30,0.025,5e-05,98.46666666666667,98.46666666666667,"(1, 3)",0.00013206415479797778,200,6,20,0.25,0.5266666666666666,0.7266666666666667,0.20000000000000007,00:02:15.366496562957764
17,500,100,30,0.025,5e-05,99.93333333333334,99.93333333333334,"(1, 3)",0.00015584131966413063,200,6,20,0.25,0.5,0.8466666666666667,0.3466666666666667,00:02:2.4724273681640625
