,duration,frequency,number_of_neurons,model_threshold,learning_rate,orig_a_mean_freq,orig_b_mean_freq,orig_difference,orig_distance,set_size,release_duration,number_of_vesicles,release_probability,pre,post,diff
0,500,15,30,0.05,0.0005,13.666666666666666,13.666666666666666,"(1, 3)",1.9120834875075086e-05,200,5,20,1,0.5,0.5466666666666666,0.046666666666666634
1,500,15,30,0.05,0.0005,14.066666666666666,14.066666666666666,"(1, 3)",2.6491583197218048e-05,200,5,20,1,0.5,0.8733333333333333,0.3733333333333333
2,500,15,30,0.05,0.0005,17.6,17.6,"(1, 3)",4.845852696733267e-05,200,5,20,1,0.5,0.5066666666666667,0.00666666666666671
3,500,15,30,0.05,0.0005,14.466666666666667,14.466666666666667,"(1, 3)",2.827782621846649e-05,200,5,20,1,0.5,0.7666666666666667,0.2666666666666667
4,500,15,30,0.05,0.0005,15.066666666666666,15.066666666666666,"(1, 3)",2.214077437994735e-05,200,5,20,1,0.5,0.5266666666666666,0.026666666666666616
5,500,15,30,0.05,0.0005,15.2,15.2,"(1, 3)",3.621067127513214e-05,200,5,20,1,0.5,0.6266666666666667,0.1266666666666667
6,500,15,30,0.05,0.0005,16.0,16.0,"(1, 3)",2.2951393276401768e-05,200,5,20,1,0.6133333333333333,0.8666666666666667,0.2533333333333334
7,500,15,30,0.05,0.0005,15.133333333333333,15.133333333333333,"(1, 3)",1.752342274874641e-05,200,5,20,1,0.5,0.82,0.31999999999999995
8,500,15,30,0.05,0.0005,15.066666666666666,15.066666666666666,"(1, 3)",3.644052319295159e-05,200,5,20,1,0.5066666666666667,0.5266666666666666,0.019999999999999907
9,500,15,30,0.05,0.0005,14.8,14.8,"(1, 3)",4.40491155093615e-05,200,5,20,1,0.5,0.8533333333333334,0.3533333333333334
