,duration,frequency,number_of_neurons,model_threshold,learning_rate,orig_a_mean_freq,orig_b_mean_freq,orig_difference,orig_distance,set_size,release_duration,number_of_vesicles,release_probability,pre,post,diff
0,500,15,30,0.25,5e-05,14.866666666666667,14.866666666666667,"(1, 3)",2.801717043407878e-05,200,5,20,1,0.5,0.5,0.0
1,500,15,30,0.25,5e-05,15.0,15.0,"(1, 3)",4.7549963857743546e-05,200,5,20,1,0.5,0.5,0.0
2,500,15,30,0.25,5e-05,14.066666666666666,14.066666666666666,"(1, 3)",1.5418868749470457e-05,200,5,20,1,0.5,0.5,0.0
3,500,15,30,0.25,5e-05,15.266666666666667,15.266666666666667,"(1, 3)",3.3942388893510976e-05,200,5,20,1,0.5,0.56,0.06000000000000005
4,500,15,30,0.25,5e-05,13.266666666666667,13.266666666666667,"(1, 3)",3.059739918992962e-05,200,5,20,1,0.5,0.5,0.0
5,500,15,30,0.25,5e-05,13.6,13.6,"(1, 3)",3.049770337798824e-05,200,5,20,1,0.5,0.5,0.0
6,500,15,30,0.25,5e-05,15.4,15.4,"(1, 3)",1.8244065059440908e-05,200,5,20,1,0.5,0.5,0.0
7,500,15,30,0.25,5e-05,15.466666666666667,15.466666666666667,"(1, 3)",5.8005004006339535e-05,200,5,20,1,0.5,0.4666666666666667,-0.033333333333333326
8,500,15,30,0.25,5e-05,16.466666666666665,16.466666666666665,"(1, 3)",3.0450617197846082e-05,200,5,20,1,0.5,0.49333333333333335,-0.006666666666666654
9,500,15,30,0.25,5e-05,16.666666666666668,16.666666666666668,"(1, 3)",2.5535115899407752e-05,200,5,20,1,0.5,0.5,0.0
