,duration,frequency,number_of_neurons,model_threshold,learning_rate,orig_a_mean_freq,orig_b_mean_freq,orig_difference,orig_distance,set_size,release_duration,number_of_vesicles,release_probability,pre,post,diff,run_time
0,500,15,30,0.025,5e-05,14.933333333333334,14.933333333333334,"(7, 9)",0.00014645374355276824,200,6,20,1,0.5,0.9733333333333334,0.4733333333333334,00:01:20.06835436820984
1,500,15,30,0.025,5e-05,15.133333333333333,15.133333333333333,"(7, 9)",9.683016408778078e-05,200,6,20,1,0.56,0.9133333333333333,0.3533333333333333,00:00:51.645354986190796
2,500,15,30,0.025,5e-05,15.0,15.0,"(7, 9)",0.00010776818559301611,200,6,20,1,0.54,0.96,0.41999999999999993,00:00:52.436463832855225
3,500,15,30,0.025,5e-05,14.8,14.8,"(7, 9)",0.00013167302215172724,200,6,20,1,0.6133333333333333,0.9933333333333333,0.38,00:00:47.11402463912964
4,500,15,30,0.025,5e-05,15.2,15.2,"(7, 9)",4.547442488589015e-05,200,6,20,1,0.6533333333333333,0.9333333333333333,0.28,00:02:17.24838924407959
5,500,15,30,0.025,5e-05,13.6,13.6,"(7, 9)",0.00010261324036408773,200,6,20,1,0.5,0.9866666666666667,0.4866666666666667,00:01:36.81349158287048
6,500,15,30,0.025,5e-05,13.733333333333333,13.733333333333333,"(7, 9)",0.00012905008557120037,200,6,20,1,0.52,0.9733333333333334,0.45333333333333337,00:00:42.12438678741455
7,500,15,30,0.025,5e-05,15.6,15.6,"(7, 9)",0.00012365077536769206,200,6,20,1,0.5466666666666666,0.9266666666666666,0.38,00:01:50.61592102050781
8,500,15,30,0.025,5e-05,15.933333333333334,15.933333333333334,"(7, 9)",7.406340567287412e-05,200,6,20,1,0.49333333333333335,0.88,0.38666666666666666,00:00:48.16110682487488
9,500,15,30,0.025,5e-05,14.4,14.4,"(7, 9)",0.00012512593293112454,200,6,20,1,0.52,0.9666666666666667,0.44666666666666666,00:01:10.656538248062134
10,500,15,30,0.025,5e-05,14.8,14.8,"(7, 9)",9.972442280648693e-05,200,6,20,1,0.7666666666666667,0.94,0.17333333333333323,00:00:31.794504404067993
11,500,15,30,0.025,5e-05,13.466666666666667,13.466666666666667,"(7, 9)",0.00011977753513123436,200,6,20,1,0.4866666666666667,0.9533333333333334,0.4666666666666667,00:01:20.454254150390625
12,500,15,30,0.025,5e-05,14.066666666666666,14.066666666666666,"(7, 9)",6.714617338602133e-05,200,6,20,1,0.5333333333333333,0.7333333333333333,0.19999999999999996,00:01:36.243125915527344
13,500,15,30,0.025,5e-05,15.666666666666666,15.666666666666666,"(7, 9)",0.00013509263315553547,200,6,20,1,0.5,0.9733333333333334,0.4733333333333334,00:01:52.004327058792114
14,500,15,30,0.025,5e-05,14.8,14.8,"(7, 9)",0.00010376794859473497,200,6,20,1,0.46,0.8333333333333334,0.37333333333333335,00:02:1.1693141460418701
15,500,15,30,0.025,5e-05,13.933333333333334,13.933333333333334,"(7, 9)",0.00015624445709839328,200,6,20,1,0.6466666666666666,0.94,0.29333333333333333,00:00:57.189356327056885
16,500,15,30,0.025,5e-05,15.8,15.8,"(7, 9)",0.00010763347614978795,200,6,20,1,0.5266666666666666,0.78,0.2533333333333334,00:02:2.3727314472198486
17,500,15,30,0.025,5e-05,14.8,14.8,"(7, 9)",0.00012716482119353158,200,6,20,1,0.47333333333333333,0.9333333333333333,0.46,00:01:50.756160736083984
18,500,15,30,0.025,5e-05,17.333333333333332,17.333333333333332,"(7, 9)",9.004795928067101e-05,200,6,20,1,0.58,0.9066666666666666,0.32666666666666666,00:01:3.446324348449707
19,500,15,30,0.025,5e-05,15.466666666666667,15.466666666666667,"(7, 9)",0.00014363949249949552,200,6,20,1,0.6933333333333334,0.8933333333333333,0.19999999999999996,00:01:53.10512924194336
20,500,15,30,0.025,5e-05,14.533333333333333,14.533333333333333,"(7, 9)",9.664260193108285e-05,200,6,20,1,0.4533333333333333,0.86,0.4066666666666667,00:01:37.11266040802002
21,500,15,30,0.025,5e-05,14.533333333333333,14.533333333333333,"(7, 9)",0.00010854182708824623,200,6,20,1,0.3933333333333333,0.5866666666666667,0.19333333333333336,00:01:50.76884722709656
22,500,15,30,0.025,5e-05,15.533333333333333,15.533333333333333,"(7, 9)",0.00013296129779310524,200,6,20,1,0.15333333333333332,0.5866666666666667,0.43333333333333335,00:02:4.352612495422363
23,500,15,30,0.025,5e-05,16.6,16.6,"(7, 9)",0.00012715318758558175,200,6,20,1,0.5133333333333333,0.7466666666666667,0.2333333333333334,00:01:39.37825560569763
24,500,15,30,0.025,5e-05,16.333333333333332,16.333333333333332,"(7, 9)",0.00010575243791045975,200,6,20,1,0.8333333333333334,0.96,0.1266666666666666,00:00:58.06079125404358
25,500,15,30,0.025,5e-05,15.066666666666666,15.066666666666666,"(7, 9)",0.00012055313771689615,200,6,20,1,0.6,0.9,0.30000000000000004,00:00:56.780192613601685
26,500,15,30,0.025,5e-05,14.133333333333333,14.133333333333333,"(7, 9)",0.0001607802604299921,200,6,20,1,0.62,0.8666666666666667,0.2466666666666667,00:02:7.182082414627075
27,500,15,30,0.025,5e-05,17.266666666666666,17.266666666666666,"(7, 9)",0.00011841980868166187,200,6,20,1,0.5133333333333333,0.84,0.32666666666666666,00:01:53.532156229019165
28,500,15,30,0.025,5e-05,14.0,14.0,"(7, 9)",0.00010398242071338712,200,6,20,1,0.5,0.8,0.30000000000000004,00:01:37.774436473846436
29,500,15,30,0.025,5e-05,15.066666666666666,15.066666666666666,"(7, 9)",0.0001260396516881917,200,6,20,1,0.62,0.9733333333333334,0.3533333333333334,00:01:56.11688041687012
